PCRQPLX_A_e1_comp_pres1,PCRQPLX_A_e1_comp_pres2,PCRQPLX_A_e1_comp_temp,PCRQPLX_A_e1_current,PCRQPLX_A_e1_speed,PCRQPLX_A_e2_comp_pres1,PCRQPLX_A_e2_comp_pres2,PCRQPLX_A_e2_comp_temp,PCRQPLX_A_e2_current,PCRQPLX_A_e2_speed,PCRQPLX_A_e3_comp_pres1,PCRQPLX_A_e3_comp_pres2,PCRQPLX_A_e3_comp_temp,PCRQPLX_A_e3_current,PCRQPLX_A_e3_speed,PCRQPLX_A_e4_comp_pres1,PCRQPLX_A_e4_comp_pres2,PCRQPLX_A_e4_comp_temp,PCRQPLX_A_e4_current,PCRQPLX_A_e4_speed,PCRQPLX_A_e5_comp_pres1,PCRQPLX_A_e5_comp_pres2,PCRQPLX_A_e5_comp_temp,PCRQPLX_A_e5_current,PCRQPLX_A_e5_speed,PCRQPLX_A_e1z1_temp,PCRQPLX_A_e1z2_temp,PCRQPLX_A_e1z3_temp,PCRQPLX_A_e2z1_temp,PCRQPLX_A_e2z2_temp,PCRQPLX_A_e2z3_temp,PCRQPLX_A_e3z1_temp,PCRQPLX_A_e3z2_temp,PCRQPLX_A_e3z3_temp,PCRQPLX_A_e4z1_temp,PCRQPLX_A_e4z2_temp,PCRQPLX_A_e4z3_temp,order_id,start_time,PCRQPLX_A_takeaway_speed,Status
57.603,72.879,79.8,151.938,12.012,2.11,41.313,80.4,328.919,12,30.978,17.285,-200,221.219,11.94,-0.988,8.439,79,0,0,16,0,83.4,11.033,26,84,73,76,82,74,71,84,74,75,84,74,7.6,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
57.951,74.588,79.8,151.861,11.998,1.923,42.355,80.4,333.113,12,31.219,17.931,-200,219.75,11.352,-1.122,8.412,79.1,0,0,16,0,83.4,10.995,26,84,73,76,82,75,71,84,74,75,84,74,7.6,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.004,76.805,79.8,153.001,11.979,2.11,44.518,80.4,332.783,11.999,29.029,15.831,-200,185.932,4.463,-1.255,8.412,79,0,0,16,0,83.4,10.941,26,84,73,76,83,75,71,84,74,75,84,74,7.6,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.244,75.763,79.9,152.896,12.001,2.136,42.809,80.4,334.611,12,9.614,8.965,-200,0,0.051,-1.015,8.385,79.1,0,0,16,0,83.4,10.982,26,84,73,76,83,75,71,84,74,75,84,74,7.6,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.618,74,79.9,151.955,12.05,2.911,41.767,80.4,334.582,11.999,8.492,8.831,-200,0,-0.068,-1.202,8.359,79.1,0,0,16,0,83.5,11.012,26,84,73,76,83,75,71,84,74,75,84,74,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.405,73.119,79.9,152.076,11.993,2.003,42.942,80.5,336.226,12,8.012,8.777,-200,0,-0.042,-1.362,8.359,79.1,0,0,16,0,83.5,10.995,26,85,73,76,83,75,71,84,74,75,84,74,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
55.787,74.214,79.9,151.479,11.985,2.964,45.025,80.6,334.266,12,7.691,8.696,-200,0,-0.029,-1.202,8.385,79.1,0,0,16,0,83.5,10.932,26,85,73,77,83,75,71,85,74,75,84,75,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
57.016,77.259,79.9,152.298,11.999,5.768,43.102,80.7,335.85,12,7.691,8.669,-200,0,-0.023,-1.228,8.332,79.1,0,0,15,0,83.5,10.993,26,85,73,77,83,75,71,85,74,75,84,75,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.324,73.894,79.9,151.585,12.035,10.655,43.129,80.8,338.166,11.999,7.291,8.669,-200,0,-0.018,-1.362,8.305,79.1,0,0,16,0,83.5,10.953,26,85,73,77,83,75,71,85,74,75,84,75,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.752,78.033,80,152.262,11.99,19.815,42.702,80.9,342.914,12,7.21,8.615,-200,0,-0.015,-1.362,8.332,79.1,0,0,15,0,83.5,10.962,26,85,73,77,83,75,71,85,74,76,84,75,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
59.099,80.383,79.9,152.4,11.994,33.862,44.518,80.9,346.409,12,6.917,8.615,-200,0,-0.013,-1.202,8.332,79.1,0,0,15,0,83.6,10.987,26,85,74,77,83,75,71,85,75,76,84,75,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.458,80.543,79.9,152.425,12.027,39.871,43.717,81,347.792,11.998,6.89,8.615,-200,0,-0.011,-1.255,8.305,79.2,0,0,14,0,83.6,10.946,26,85,74,77,83,75,72,85,75,76,84,75,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.458,74.989,79.9,152.211,12.015,42.782,42.729,81,351.009,11.994,6.543,8.588,-200,0,-0.01,-1.389,8.279,79.1,0,0,13,0,83.6,10.922,26,85,74,77,84,75,72,85,75,76,84,75,7.7,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.778,69.3,79.9,151.097,12.01,38.562,42.301,81,351.59,11.975,6.516,8.615,-200,0,-0.009,-1.389,8.279,79.2,0,0,12,0,83.6,10.975,26,85,74,77,84,75,72,85,75,76,84,75,7.8,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.511,74.908,79.9,152.012,11.981,40.459,43.984,81.1,351.4,11.887,6.409,8.588,-200,0,-0.008,-1.389,8.279,79.2,0,0,12,0,83.7,10.91,26,85,74,77,84,75,72,85,75,76,84,75,7.8,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
58.778,80.063,79.9,152.235,11.987,41.367,45.88,81.1,351.288,11.484,6.276,8.562,-200,0,-0.008,-1.175,8.252,79.2,0,0,12,0,83.7,10.941,26,86,74,78,84,76,72,85,75,76,84,75,7.8,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
19.388,49.725,79.9,0,-0.119,14.928,29.776,81.1,0,0.046,6.249,8.562,-200,0,-0.007,-1.255,8.252,79.2,0,0,-6,0,83.7,0,0,86,74,78,84,76,72,85,75,76,85,75,7.8,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
14.394,44.731,79.9,0,-0.036,13.112,29.269,81.1,0,-0.051,6.142,8.562,-200,0,-0.007,-1.389,8.225,79.2,0,0,-8,0,83.8,0,0,86,74,78,84,76,72,85,75,76,85,75,7.8,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
12.098,41.767,79.9,0,-0.022,12.044,29.216,81.1,0,-0.033,6.089,8.562,-200,0,-0.005,-1.175,8.225,79.2,0,0,-9,0,83.7,0,0,86,74,78,84,76,72,85,75,76,85,76,7.8,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
10.869,39.631,79.9,0,-0.016,11.296,29.242,81.1,0,-0.024,6.116,8.562,-200,0,-0.006,-1.389,8.252,79.2,0,0,-9,0,83.8,0,0,86,74,78,84,76,72,85,75,76,85,76,7.8,WO_QEX_02082022_0010,02-08-2022 15:43,0,PushOut Time Period
9.881,38.002,79.9,0,-0.012,10.655,29.109,81.2,0,-0.018,5.742,8.562,-200,0,-0.006,-1.389,8.225,79.2,0,0,-10,0,83.8,0,0,86,74,78,84,76,72,86,75,76,85,76,7.8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
9,36.64,79.8,0,-0.01,11.056,29.109,81.2,0,-0.015,5.982,8.535,-200,0,-0.005,-1.389,8.225,79.2,0,0,-10,0,83.8,0,0,86,74,78,84,76,72,86,75,77,85,76,7.8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
8.572,35.491,79.8,0,-0.009,10.468,29.029,81.2,0,-0.013,5.742,8.562,-200,0,0,-1.389,8.225,79.2,0,0,-10,0,83.8,0,0,86,74,78,85,76,72,86,75,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
7.878,34.503,79.8,0,-0.006,10.255,29.029,81.2,0,-0.011,5.742,8.535,-200,0,0,-1.389,8.225,79.3,0,0,-10,0,83.8,0,0,86,74,78,85,76,72,86,75,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
7.798,33.569,79.8,0,-0.005,10.041,28.975,81.2,0,-0.009,5.742,8.562,-200,0,0,-1.389,8.199,79.2,0,0,-11,0,83.9,0,0,86,74,78,85,76,72,86,76,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
7.371,32.821,79.8,0,-0.005,9.774,28.975,81.2,0,-0.008,5.394,8.535,-200,0,0,-1.389,8.225,79.3,0,0,-10,0,83.9,0,0,86,75,79,85,76,72,86,76,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
6.756,32.073,79.8,0,-0.005,9.641,28.922,81.2,0,-0.007,5.421,8.562,-200,0,0,-1.389,8.225,79.3,0,0,-11,0,83.9,0,0,87,75,79,85,76,72,86,76,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
6.623,31.432,79.8,0,0,9.48,28.975,81.2,0,-0.007,5.448,8.562,-200,0,0,-1.469,8.199,79.3,0,0,-11,0,83.9,0,0,87,75,79,85,76,73,86,76,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
6.409,30.845,79.8,0,0,9.107,28.975,81.2,0,-0.006,5.368,8.508,-200,0,0,-1.389,8.199,79.3,0,0,-11,0,83.9,0,0,87,75,79,85,76,73,86,76,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
6.222,30.257,79.8,0,0,9.107,28.975,81.2,0,-0.006,5.341,8.535,-200,0,0,-1.389,8.225,79.3,0,0,-11,0,83.9,0,0,87,75,79,85,77,73,86,76,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
6.035,29.776,79.8,0,0,8.946,28.975,81.2,0,-0.005,5.368,8.535,-200,0,0,-1.389,8.199,79.3,0,0,-11,0,83.9,0,0,87,75,79,85,77,73,86,76,77,85,76,7.9,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
5.581,29.349,79.8,0,0,8.946,28.949,81.2,0,-0.005,5.181,8.535,-200,0,0,-1.389,8.199,79.3,0,0,-11,0,83.9,0,0,87,75,79,85,77,73,86,76,77,85,76,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
5.555,28.922,79.8,0,0,8.706,28.975,81.2,0,-0.004,5.208,8.535,-200,0,0,-1.415,8.199,79.3,0,0,-11,0,83.9,0,0,87,75,79,86,77,73,86,76,77,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
5.208,28.521,79.8,0,0,8.733,28.975,81.2,477.335,0,5.288,8.535,-200,299.308,0,-1.629,8.225,79.3,0,0,-11,0,83.9,0,0,87,75,80,86,77,73,86,76,77,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
5.101,28.121,79.8,0,0,37.735,46.414,81.2,355.855,10.135,33.008,15.158,-200,226.258,10.063,-1.389,8.252,79.3,0,0,-11,0,83.9,0,0,87,75,80,86,77,73,86,76,78,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
5.074,27.774,79.8,0,0,38.135,47.589,81.2,356.127,11.353,37.067,15.642,-200,224.046,11.337,-1.389,8.225,79.3,0,0,-11,0,83.9,0,0,87,75,80,86,77,73,86,76,78,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
4.727,27.453,79.8,0,0,41.687,47.375,81.2,347.409,10.73,37.735,16.396,-200,212.868,9.629,-1.495,8.225,79.4,0,0,-11,0,83.9,0,0,87,75,80,86,77,73,87,76,78,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
4.7,27.159,79.8,0,0,17.626,34.53,81.3,0,-1.508,14.581,9.019,-200,0,-1.57,-1.389,8.252,79.3,0,0,-11,0,83.9,0,0,88,75,80,86,77,73,87,76,78,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
4.7,26.839,79.8,0,0,11.804,33.756,81.3,0,-0.081,11.136,8.965,-200,0,-0.09,-1.602,8.279,79.4,0,0,-11,0,83.9,0,0,88,75,80,86,77,73,87,76,78,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
4.647,26.545,79.7,0,0,10.896,33.515,81.3,0,-0.038,10.255,8.912,-200,0,-0.05,-1.576,8.252,79.4,0,0,-11,0,83.8,0,0,88,75,80,86,77,73,87,76,78,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:44,0,PushOut Time Period
4.38,26.305,79.7,0,0,10.068,33.328,81.3,0,-0.026,9.267,8.912,-200,0,-0.034,-1.389,8.225,79.4,0,0,-11,0,83.8,0,0,88,75,80,86,77,73,87,77,78,85,77,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
4.54,26.038,79.8,0,0,9.667,33.302,81.3,0,-0.018,8.946,8.858,-200,0,-0.025,-1.389,8.252,79.4,0,0,-11,0,83.8,0,0,88,75,80,86,77,73,87,77,78,84,77,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
4.326,25.824,79.7,0,0,9.454,33.168,81.3,0,-0.015,8.599,8.858,-200,0,-0.02,-1.415,8.279,79.4,0,0,-11,0,83.8,0,0,88,76,80,86,77,73,87,77,78,84,77,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
4.219,25.61,79.7,0,0,9.347,33.168,81.3,0,-0.012,8.439,8.831,-200,0,-0.016,-1.389,8.252,79.4,0,0,-12,0,83.8,0,0,88,76,81,87,77,73,87,77,78,84,77,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
4.246,25.397,79.7,0,0,9.08,33.008,81.3,0,-0.01,8.092,8.831,-200,0,-0.013,-1.549,8.252,79.4,0,0,-11,0,83.8,0,0,88,76,81,87,77,74,87,77,78,84,77,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
4.219,25.21,79.7,0,0,8.733,33.061,81.3,0,-0.008,8.038,8.831,-200,0,-0.011,-1.522,8.279,79.4,0,0,-11,0,83.8,0,0,88,76,81,87,78,74,87,77,78,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
4.166,25.023,79.7,0,0,8.466,33.034,81.3,0,-0.007,7.691,8.804,-200,0,-0.01,-1.549,8.305,79.4,0,0,-11,0,83.8,0,0,88,76,81,87,78,74,87,77,78,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.926,24.863,79.7,0,0,8.519,33.008,81.3,0,-0.007,7.531,8.804,-200,0,-0.01,-1.495,8.252,79.4,0,0,-12,0,83.7,0,0,88,76,81,87,78,74,87,77,79,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.739,24.729,79.7,0,0,8.092,33.061,81.3,0,-0.006,7.291,8.831,-200,0,-0.009,-1.549,8.279,79.4,0,0,-12,0,83.8,0,0,88,76,81,87,78,74,87,77,79,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.899,24.515,79.7,0,0,8.252,33.008,81.3,0,-0.005,7.291,8.804,-200,0,-0.007,-1.522,8.305,79.4,0,0,-12,0,83.7,0,0,89,76,81,87,78,74,87,77,79,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.899,24.409,79.8,0,0,7.931,32.954,81.4,0,-0.005,6.943,8.804,-200,0,-0.007,-1.576,8.305,79.4,0,0,-11,0,83.7,0,0,89,76,81,87,78,74,87,77,79,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.685,24.275,79.7,0,0,7.958,32.981,81.3,0,-0.005,7.104,8.804,-200,0,-0.005,-1.389,8.305,79.4,0,0,-11,0,83.7,0,0,89,76,81,87,78,74,87,77,79,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.552,24.142,79.7,0,0,7.931,32.981,81.3,0,-0.004,6.917,8.777,-200,0,-0.007,-1.629,8.279,79.5,0,0,-12,0,83.7,0,0,89,76,81,87,78,74,87,77,79,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.525,24.035,79.7,0,0,7.611,32.954,81.3,0,-0.004,6.756,8.75,-200,0,-0.007,-1.602,8.332,79.4,0,0,-12,0,83.7,0,0,89,76,82,87,78,74,87,77,79,84,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.552,23.928,79.7,0,0,7.584,32.901,81.4,0,-0.004,6.57,8.804,-200,0,-0.006,-1.389,8.305,79.4,0,0,-12,0,83.7,0,0,89,76,82,88,78,74,87,77,79,84,78,7.9,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.525,23.794,79.7,0,0,7.798,32.928,81.4,0,0,6.756,8.804,-200,0,-0.005,-1.602,8.332,79.5,0,0,-11,0,83.6,0,0,89,76,82,88,78,74,88,78,79,85,78,7.9,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.525,23.661,79.7,0,0,7.558,32.928,81.4,0,-0.004,6.516,8.777,-200,0,-0.005,-1.389,8.305,79.5,0,0,-11,0,83.6,0,0,89,76,82,88,78,74,88,78,79,85,78,7.9,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.498,23.581,79.7,0,0,7.424,32.928,81.4,0,-0.003,6.516,8.75,-200,0,-0.006,-1.389,8.359,79.4,0,0,-12,0,83.6,0,0,89,76,82,88,78,74,88,78,79,85,78,7.9,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.498,23.474,79.7,0,0,7.344,32.928,81.4,0,-0.003,6.516,8.777,-200,0,0,-1.415,8.359,79.5,0,0,-12,0,83.6,0,0,89,76,82,88,78,74,88,78,79,85,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.178,23.394,79.7,0,0,7.531,32.901,81.4,0,0,6.516,8.75,-200,0,-0.005,-1.442,8.359,79.5,0,0,-12,0,83.6,0,0,89,76,82,88,78,74,88,78,79,85,78,8,WO_QEX_02082022_0010,02-08-2022 15:45,0,PushOut Time Period
3.258,23.34,79.7,0,0,7.184,32.901,81.4,0,0,6.489,8.777,-200,0,0,-1.442,8.385,79.5,0,0,-12,0,83.6,0,0,89,76,82,88,78,75,88,78,79,85,79,8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
3.151,23.26,79.7,0,0,7.184,32.901,81.4,0,0,6.276,8.777,-200,0,0,-1.389,8.385,79.5,0,0,-12,0,83.6,0,0,89,77,82,88,78,75,88,78,79,85,79,8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
3.151,23.154,79.7,0,0,7.424,32.874,81.4,0,0,6.196,8.75,-200,0,0,-1.576,8.359,79.5,0,0,-12,0,83.5,0,0,89,77,82,88,78,75,88,78,79,85,79,8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
3.151,23.154,79.7,212.113,0.006,7.184,32.928,81.4,474.479,-0.004,6.142,8.777,-200,297.699,0,-1.389,8.385,79.5,299.254,0,-12,0,83.5,12.556,0,89,77,82,88,79,75,88,78,79,85,79,8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
52.075,57.31,79.7,144.401,7.974,26.839,47.776,81.4,320.288,6.416,22.432,17.096,-200,211.958,8.555,39.551,36.399,79.5,206.824,8.709,10,0,83.5,10.871,21.343,89,77,82,88,79,75,88,78,79,85,79,8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
79.315,70.315,79.7,143.266,6.078,122.604,48.924,81.4,357.922,7.78,100.652,18.712,-200,226.044,8.685,100.813,41.233,79.5,223.084,9.135,17,0,83.5,11.084,24.385,89,77,82,88,79,75,88,78,79,85,79,8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
172.65,80.25,79.7,128.204,0.59,120.121,41.153,81.4,0,-2.009,109.145,11.065,-200,0,-1.899,141.805,36.399,79.6,0,-1.949,13,0,83.5,0,1.907,89,77,83,89,79,75,88,78,80,85,79,8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
133.019,64.814,79.7,0,-1.018,64.467,39.764,81.4,0,-0.111,54.639,10.392,-200,0,-0.135,75.095,25.717,79.6,0,-0.139,-3,0,83.5,0,0,89,77,83,89,79,75,88,78,80,85,79,8.1,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
109.866,60.674,79.8,0,-0.099,56.749,39.364,81.5,0,-0.055,48.443,10.392,-200,0,-0.062,63.879,22.913,79.6,0,-0.072,-5,0,83.5,0,0,89,77,83,89,79,75,88,78,80,85,79,8.1,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
99.344,58.324,79.8,0,-0.053,52.796,39.123,81.5,0,-0.036,44.678,10.365,-200,0,-0.039,57.336,21.311,79.6,0,-0.047,-6,0,83.5,0,0,89,77,83,89,79,75,88,78,80,85,79,8.1,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
92.427,56.589,79.8,0,-0.036,49.618,38.936,81.5,0,-0.027,42.221,10.365,-200,0,-0.029,53.063,20.296,79.6,0,-0.035,-7,0,83.5,0,0,89,77,83,89,79,75,88,78,80,85,79,8.1,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
87.38,55.227,79.8,0,-0.027,47.349,38.696,81.5,0,-0.021,40.165,10.392,-200,0,-0.023,49.592,19.441,79.6,0,-0.027,-7,0,83.5,0,0,89,77,83,89,79,75,88,78,80,85,79,8.1,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
83.027,54.052,79.8,0,-0.021,45.479,38.643,81.4,0,-0.017,38.589,10.419,-200,0,-0.019,46.895,18.747,79.6,0,-0.023,-8,0,83.5,0,0,89,77,83,89,79,75,88,78,80,85,79,8.1,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
79.315,53.01,79.8,0,-0.017,43.904,38.482,81.5,0,-0.014,37.147,10.419,-200,0,-0.016,44.812,18.24,79.6,0,-0.019,-8,0,83.5,0,0,89,77,83,89,79,75,88,78,80,85,79,8.1,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
76.484,52.075,79.8,0,-0.015,42.381,38.349,81.5,0,-0.012,35.892,10.392,-200,0,-0.013,42.889,17.786,79.6,0,-0.016,-8,0,83.4,0,0,89,77,83,89,79,75,88,78,80,85,79,8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
73.573,51.274,79.8,0,-0.012,40.993,38.295,81.5,0,-0.011,34.877,10.446,-200,0,-0.012,41.099,17.385,79.6,0,-0.014,-9,0,83.4,0,0,89,77,83,89,79,75,88,78,80,85,79,7.9,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
71.25,50.473,79.8,0,-0.011,40.058,38.189,81.5,0,-0.009,33.889,10.446,-200,0,-0.01,39.551,17.038,79.7,0,-0.013,-9,0,83.4,0,0,89,77,83,89,79,75,89,78,80,85,79,7.8,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
68.846,49.832,79.8,0,-0.01,38.963,38.082,81.5,0,-0.009,33.115,10.446,-200,0,-0.011,38.135,16.744,79.7,0,-0.011,-9,0,83.4,0,0,89,77,83,89,79,76,89,79,80,85,79,7.6,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
66.897,49.191,79.8,0,-0.008,38.322,38.028,81.5,0,-0.008,32.26,10.473,-200,0,-0.008,37.201,16.477,79.7,0,-0.011,-9,0,83.4,0,0,89,77,83,89,79,76,89,79,80,85,79,7.5,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
64.947,48.55,79.8,0,-0.007,37.494,38.002,81.5,0,-0.007,31.379,10.5,-200,0,-0.007,36.079,16.237,79.7,0,-0.01,-10,0,83.4,0,0,89,77,84,90,79,76,89,79,80,85,80,7.4,WO_QEX_02082022_0010,02-08-2022 15:46,0,PushOut Time Period
63.398,47.989,79.8,0,-0.007,36.586,37.975,81.5,0,-0.007,30.978,10.5,-200,0,-0.007,34.957,15.996,79.7,0,-0.009,-10,0,83.4,0,0,89,78,84,90,79,76,89,79,80,85,80,7.3,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
61.769,47.509,79.8,0,-0.006,36.186,37.868,81.5,0,-0.006,30.471,10.554,-200,0,-0.007,34.129,15.783,79.7,0,-0.008,-10,0,83.4,0,0,89,78,84,90,79,76,89,79,80,85,80,7.3,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
60.274,47.001,79.7,0,-0.006,35.438,37.841,81.5,0,-0.005,29.963,10.554,-200,0,-0.007,33.382,15.596,79.7,0,-0.007,-10,0,83.4,0,0,89,78,84,90,79,76,89,79,80,85,80,7.4,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
58.778,46.521,79.7,0,-0.005,34.77,37.788,81.5,0,-0.005,29.216,10.608,-200,0,-0.006,32.447,15.436,79.7,0,-0.006,-10,0,83.4,0,0,89,78,84,90,79,76,89,79,80,84,80,7.4,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
57.603,46.12,79.7,0,-0.005,34.61,37.788,81.5,0,-0.004,29.002,10.581,-200,0,-0.006,31.833,15.249,79.7,0,-0.007,-10,0,83.3,0,0,89,78,84,90,79,76,89,79,80,84,80,7.5,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
56.241,45.693,79.8,0,-0.005,33.862,37.735,81.5,0,-0.004,28.548,10.769,-200,0,-0.006,31.299,15.062,79.7,0,-0.006,-10,0,83.3,0,0,89,78,84,90,79,76,89,79,80,84,80,7.5,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
55.28,45.292,79.8,0,-0.005,33.488,37.708,81.5,0,-0.005,27.88,10.769,-200,0,-0.005,30.391,14.902,79.7,0,-0.005,-10,0,83.3,0,0,89,78,84,90,79,76,89,79,80,84,80,7.5,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
54.132,44.918,79.8,0,0,33.088,37.681,81.5,0,-0.004,27.56,10.742,-200,0,-0.005,29.857,14.741,79.7,0,-0.005,-11,0,83.3,0,0,89,78,84,90,80,76,89,79,80,84,80,7.5,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
52.983,44.571,79.7,0,0,32.607,37.655,81.5,0,-0.003,27.159,10.769,-200,0,-0.005,29.136,14.608,79.7,0,-0.005,-11,0,83.3,0,0,90,78,84,90,80,76,89,79,80,84,80,7.5,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
52.209,44.171,79.8,0,0,32.287,37.681,81.5,0,-0.004,26.732,10.742,-200,0,-0.004,28.735,14.474,79.7,0,-0.004,-11,0,83.3,0,0,90,78,84,90,80,76,89,79,80,84,80,7.5,WO_QEX_02082022_0010,02-08-2022 15:47,0,PushOut Time Period
