PCRQPLX_A_e1_comp_pres1,PCRQPLX_A_e1_comp_pres2,PCRQPLX_A_e1_comp_temp,PCRQPLX_A_e1_current,PCRQPLX_A_e1_speed,PCRQPLX_A_e2_comp_pres1,PCRQPLX_A_e2_comp_pres2,PCRQPLX_A_e2_comp_temp,PCRQPLX_A_e2_current,PCRQPLX_A_e2_speed,PCRQPLX_A_e3_comp_pres1,PCRQPLX_A_e3_comp_pres2,PCRQPLX_A_e3_comp_temp,PCRQPLX_A_e3_current,PCRQPLX_A_e3_speed,PCRQPLX_A_e4_comp_pres1,PCRQPLX_A_e4_comp_pres2,PCRQPLX_A_e4_comp_temp,PCRQPLX_A_e4_current,PCRQPLX_A_e4_speed,PCRQPLX_A_e5_comp_pres1,PCRQPLX_A_e5_comp_pres2,PCRQPLX_A_e5_comp_temp,PCRQPLX_A_e5_current,PCRQPLX_A_e5_speed,PCRQPLX_A_e1z1_temp,PCRQPLX_A_e1z2_temp,PCRQPLX_A_e1z3_temp,PCRQPLX_A_e2z1_temp,PCRQPLX_A_e2z2_temp,PCRQPLX_A_e2z3_temp,PCRQPLX_A_e3z1_temp,PCRQPLX_A_e3z2_temp,PCRQPLX_A_e3z3_temp,PCRQPLX_A_e4z1_temp,PCRQPLX_A_e4z2_temp,PCRQPLX_A_e4z3_temp,order_id,start_time,PCRQPLX_A_takeaway_speed,Status
34.824,39.791,80.8,0,0,14.154,34.583,83.7,0,0,11.991,18.012,-200,0,0,11.75,7.264,81.2,0,0,23,0,84.9,0,0,88,72,83,89,80,74,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 19:59,0,PushOut Time Period
34.797,39.711,80.8,0,0,14.074,34.61,83.8,0,0,11.964,18.012,-200,0,0,11.75,7.184,81.2,0,0,23,0,84.9,0,0,88,72,83,89,80,74,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 19:59,0,PushOut Time Period
34.423,39.604,80.8,0,0,13.994,34.583,83.8,0,0,11.964,17.985,-200,0,0,11.483,7.184,81.2,0,0,23,0,84.9,0,0,88,73,83,89,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 19:59,0,PushOut Time Period
34.236,39.524,80.8,0,0,13.753,34.583,83.8,0,0,11.937,17.985,-200,0,0,11.35,7.104,81.2,0,0,23,0,84.9,0,0,88,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 19:59,0,PushOut Time Period
34.023,39.444,80.8,0,0,13.753,34.53,83.7,0,0,11.697,17.985,-200,0,0,11.35,7.05,81.2,0,0,22,0,84.9,0,0,88,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 19:59,0,PushOut Time Period
33.675,39.39,80.8,0,0,13.593,34.503,83.8,0,0,11.724,17.958,-200,0,0,11.19,6.997,81.2,0,0,22,0,84.9,0,0,89,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 19:59,0,PushOut Time Period
33.355,39.31,80.8,0,0,13.379,34.503,83.8,0,0,11.75,17.958,-200,0,0,10.709,6.943,81.2,0,0,22,0,84.9,0,0,89,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 19:59,0,PushOut Time Period
33.275,39.23,80.8,0,0,13.379,34.503,83.8,0,0,11.483,17.958,-200,0,0,10.575,6.917,81.2,0,0,22,0,84.9,0,0,89,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 19:59,0,PushOut Time Period
32.981,39.177,80.8,0,0,13.299,34.477,83.7,0,0,11.35,17.931,-200,0,0,10.575,6.863,81.2,0,0,21,0,84.9,0,0,89,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
32.687,39.097,80.8,0,0,13.005,34.45,83.7,0,0,11.483,17.904,-200,0,0,10.442,6.837,81.2,0,0,21,0,84.9,0,0,89,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
32.741,39.07,80.8,0,0,13.005,34.477,83.7,0,0,11.19,17.904,-200,0,0,10.201,6.756,81.2,0,0,21,0,84.9,0,0,89,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
32.42,39.016,80.8,0,0,12.979,34.45,83.7,0,0,11.19,17.904,-200,0,0,9.881,6.756,81.2,0,0,21,0,84.9,0,0,89,73,83,90,80,75,91,80,80,85,80,8.1,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
32.18,38.936,80.8,0,0,12.979,34.45,83.7,0,0,11.109,17.904,-200,0,0,9.801,6.703,81.2,0,0,21,0,84.8,0,0,89,73,83,90,80,75,91,80,80,84,80,8.1,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
32.073,38.883,80.8,0,0,12.845,34.423,83.7,0,0,11.163,17.877,-200,0,0,9.667,6.65,81.2,0,0,20,0,84.8,0,0,89,73,83,90,80,75,91,80,80,84,80,8.1,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
31.833,38.856,80.8,0,0,12.471,34.37,83.7,0,0,10.816,17.796,-200,0,0,9.427,6.623,81.2,0,0,20,0,84.8,0,0,89,73,83,90,80,75,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
31.726,38.803,80.8,0,0,12.284,34.423,83.7,0,0,11.003,17.796,-200,0,0,9.427,6.543,81.2,0,0,20,0,84.8,0,0,89,73,83,90,80,75,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
31.379,38.749,80.8,0,0,12.178,34.37,83.7,0,0,10.789,17.769,-200,0,0,9.4,6.543,81.2,0,0,20,0,84.8,0,0,89,73,84,89,80,76,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
31.352,38.723,80.8,0,0,12.151,34.396,83.7,0,0,10.789,17.769,-200,0,0,9.053,6.463,81.2,0,0,19,0,84.8,0,0,89,73,84,88,80,76,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
31.325,38.669,80.8,0,0,11.804,34.396,83.7,0,0,10.549,17.715,-200,0,0,9,6.463,81.2,0,0,19,0,84.8,0,0,89,73,84,87,80,76,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
30.951,38.616,80.8,0,0,11.804,34.37,83.7,0,0,10.789,17.715,-200,0,0,8.679,6.409,81.2,0,0,19,0,84.8,0,0,89,73,84,86,80,76,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
30.604,38.589,80.8,0,0,11.51,34.343,83.7,0,0,10.415,17.715,-200,0,0,8.653,6.383,81.2,0,0,19,0,84.7,0,0,89,73,84,85,80,76,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
30.604,38.536,80.8,0,0,11.644,34.343,83.7,0,0,10.415,17.715,-200,0,0,8.466,6.329,81.2,0,0,19,0,84.7,0,0,89,73,84,85,80,76,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
30.497,38.536,80.8,0,0,11.51,34.29,83.7,0,0,10.415,17.715,-200,0,0,8.439,6.276,81.2,0,0,19,0,84.8,0,0,89,74,84,85,80,76,91,80,80,84,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
30.311,38.482,80.8,0,0,11.644,34.316,83.7,0,0,10.175,17.715,-200,0,0,8.519,6.249,81.2,0,0,18,0,84.7,0,0,89,74,84,86,80,76,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,0,RampUp Time Period
30.204,38.456,80.8,211.904,0,11.537,34.316,83.7,476.533,0,10.095,17.688,-200,299.211,0,8.252,6.222,81.2,298.953,0,18,0,84.7,12.541,0,89,74,84,86,80,76,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,1.047,RampUp Time Period
38.376,42.595,80.8,125.382,1.054,45.933,44.518,83.7,275.289,2.307,25.877,29.292,-200,184.809,1.988,36.586,14.367,81.2,178.739,2.325,62,0,84.7,8.697,7.139,89,74,84,87,80,76,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,4.151,RampUp Time Period
86.685,52.182,80.8,134.212,2.007,96.326,51.221,83.7,314.895,3.595,78.113,31.527,-200,207.938,3.525,106.821,31.833,81.2,197.491,3.902,139,0,84.7,9.787,10.928,89,74,84,87,80,76,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,7.167,RampUp Time Period
134.221,66.683,80.9,138.176,2.814,109.759,51.675,83.7,325.338,4.859,91.038,35.727,-200,214.482,4.846,130.509,40.859,81.2,204.708,5.321,160,0,84.7,10.509,14.91,89,74,84,87,80,76,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:00,10.142,RampUp Time Period
156.199,76.564,80.9,140.304,3.586,115.955,55.681,83.7,334.271,6.134,98.142,34.758,-200,219.527,6.103,139.722,44.518,81.2,208.908,6.703,173,0,84.7,11.017,18.696,89,74,84,87,80,76,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:01,13.178,RampUp Time Period
166.801,82.252,80.9,142.02,4.327,119.426,55.04,83.7,343.082,7.397,100.652,40.385,-200,223.75,7.388,146.639,48.817,81.2,215.497,8.098,184,0,84.7,11.405,22.668,89,74,84,87,80,76,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:01,16.175,RampUp Time Period
175,86.205,80.9,143.305,5,124.474,55.307,83.7,346.543,8.493,108.237,40.035,-200,225.639,8.498,152.354,54.879,81.2,218.702,9.29,192,0,84.7,11.621,25.972,89,74,84,87,80,77,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:01,18.78,RampUp Time Period
178.685,89.463,80.9,143.303,4.994,128.72,57.363,83.7,348.274,8.5,110.961,39.469,-200,224.986,8.505,152.648,51.221,81.3,216.835,9.302,193,0,84.7,11.701,26,89,74,84,87,80,77,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:01,18.805,RampUp Time Period
179.967,90.611,80.9,143.571,4.999,128.773,58.725,83.7,347.402,8.5,110.213,38.258,-200,224.635,8.501,150.858,43.877,81.3,213.385,9.293,193,0,84.7,11.701,26,89,74,84,87,80,77,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:01,18.8,RampUp Time Period
180.742,92,80.9,143.775,4.99,127.598,60.06,83.8,346.255,8.5,109.011,38.015,-200,225.244,8.504,150.351,43.637,81.3,212.976,9.295,193,0,84.7,11.581,26,89,74,84,87,80,77,91,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:01,18.798,RampUp Time Period
180.955,90.264,80.9,143.675,5.001,126.743,60.621,83.8,346.352,8.5,107.462,39.658,-200,225.324,8.501,150.511,44.705,81.3,214.031,9.281,192,0,84.7,11.619,26,89,74,84,87,80,77,91,80,80,85,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:01,18.797,RampUp Time Period
181.276,92.534,80.9,143.961,4.993,126.049,59.339,83.8,344.726,8.5,106.287,41.085,-200,225.41,8.49,150.404,42.889,81.3,211.918,9.298,191,0,84.7,11.601,26,89,74,84,87,80,77,91,80,80,85,80,7.7,WO_QEX_03082022_0015,03-08-2022 20:01,18.805,RampUp Time Period
180.929,91.359,80.9,143.861,4.999,124.687,59.259,83.8,345.256,8.5,104.738,41.973,-200,224.739,8.501,150.111,43.263,81.3,212.323,9.303,190,0,84.7,11.5,26,89,74,84,88,80,77,91,80,80,85,80,7.6,WO_QEX_03082022_0015,03-08-2022 20:01,18.804,RampUp Time Period
180.635,91.306,80.9,143.898,4.997,123.646,58.324,83.8,345.213,8.5,107.863,40.277,-200,224.178,8.498,150.458,42.301,81.3,211.302,9.313,189,0,84.7,11.546,26,89,74,84,88,80,77,91,80,80,85,80,7.4,WO_QEX_03082022_0015,03-08-2022 20:01,18.798,RampUp Time Period
180.555,90.398,80.9,143.926,5.005,122.551,57.71,83.8,345.092,8.5,109.038,39.227,-200,223.799,8.502,150.111,44.064,81.3,211.808,9.299,189,0,84.7,11.562,26,89,74,84,88,80,77,91,80,80,85,80,7.3,WO_QEX_03082022_0015,03-08-2022 20:01,18.798,RampUp Time Period
180.181,89.997,80.9,143.651,4.997,123.325,57.363,83.8,345.795,8.5,108.504,38.312,-200,223.585,8.51,149.844,44.277,81.3,212.643,9.295,188,0,84.7,11.445,26,89,74,85,88,80,77,91,80,80,85,80,7.3,WO_QEX_03082022_0015,03-08-2022 20:01,18.8,RampUp Time Period
180.101,90.104,80.9,143.487,5.001,125.141,62.731,83.8,344.017,8.5,105.032,41.3,-200,224.476,8.5,150.458,51.782,81.3,213.056,9.317,188,0,84.7,11.503,26,89,74,85,88,80,77,91,80,80,85,80,7.3,WO_QEX_03082022_0015,03-08-2022 20:01,18.798,RampUp Time Period
179.807,89.917,80.9,143.504,4.998,124.5,61.209,83.8,344.768,8.5,104.364,42.673,-200,224.112,8.489,149.71,46.227,81.3,212.272,9.329,188,0,84.7,11.447,26,89,74,85,88,80,77,91,80,80,85,80,7.3,WO_QEX_03082022_0015,03-08-2022 20:01,18.803,RampUp Time Period
179.807,87.967,81,143.074,5.002,123.405,60.434,83.9,344.378,8.5,107.088,41.892,-200,224.237,8.495,148.829,41.687,81.3,210.867,9.314,188,0,84.8,11.37,26,89,75,85,88,80,77,91,80,80,85,80,7.3,WO_QEX_03082022_0015,03-08-2022 20:01,18.803,RampUp Time Period
179.807,91.145,80.9,143.623,4.989,122.551,58.725,83.9,343.852,8.5,108.637,41.165,-200,224.203,8.506,148.535,43.637,81.3,211.416,9.291,188,0,84.8,11.379,26,89,75,85,88,80,77,91,80,80,85,80,7.4,WO_QEX_03082022_0015,03-08-2022 20:01,18.802,RampUp Time Period
179.86,92.721,80.9,143.73,4.997,121.189,57.79,83.9,343.918,8.5,107.836,39.712,-200,224.566,8.508,149.096,46.2,81.3,212.324,9.281,188,0,84.8,11.401,26,89,75,85,88,80,78,91,80,80,85,80,7.4,WO_QEX_03082022_0015,03-08-2022 20:01,18.8,RampUp Time Period
179.807,92.694,80.9,143.881,4.992,121.029,57.737,84,343.408,8.5,106.287,39.173,-200,224.536,8.509,149.283,49.138,81.3,213.064,9.278,188,0,84.8,11.391,26,89,75,85,89,80,78,91,80,80,85,80,7.4,WO_QEX_03082022_0015,03-08-2022 20:01,18.797,RampUp Time Period
179.54,91.866,80.9,143.745,5.004,124.1,57.443,84,344.079,8.5,104.391,40.869,-200,224.27,8.499,148.909,48.657,81.3,213.232,9.286,187,0,84.9,11.434,26,89,75,85,89,80,78,91,80,80,85,80,7.4,WO_QEX_03082022_0015,03-08-2022 20:01,18.995,RampUp Time Period
179.113,91.386,81,143.318,4.995,124.26,58.778,84,343.163,8.5,103.43,42.754,-200,224.472,8.493,148.508,45.399,81.3,212.282,9.298,186,0,84.9,11.373,26,90,75,85,89,80,78,91,80,80,85,80,7.4,WO_QEX_03082022_0015,03-08-2022 20:01,19.005,RampUp Time Period
178.739,91.065,81,142.919,5.01,123.272,60.087,84,342.085,8.5,102.602,43.319,-200,223.939,8.497,146.799,39.337,81.4,210.01,9.286,186,0,84.9,11.368,26,90,75,85,89,80,78,91,80,80,85,80,7.4,WO_QEX_03082022_0015,03-08-2022 20:02,18.999,RampUp Time Period
178.632,89.997,81,143.085,4.991,122.391,60.301,84,342.898,8.5,105.539,41.408,-200,223.733,8.494,147.36,41.367,81.4,211.197,9.295,185,0,84.9,11.387,26,90,75,85,89,80,78,91,80,80,85,80,7.4,WO_QEX_03082022_0015,03-08-2022 20:02,18.997,RampUp Time Period
178.311,89.81,81,142.507,5.013,121.376,59.74,84.1,342.831,8.5,106.688,40.196,-200,224.439,8.497,148.188,46.868,81.4,212.828,9.299,184,0,84.9,11.328,26,90,75,85,89,80,78,91,80,80,85,80,7.5,WO_QEX_03082022_0015,03-08-2022 20:02,19.003,RampUp Time Period
177.857,89.89,81,143.562,4.983,120.575,58.618,84.1,342.668,8.5,105.246,39.658,-200,223.876,8.508,148.188,44.812,81.4,212.464,9.304,184,0,85,11.274,26,90,75,85,89,80,78,91,80,80,84,80,7.5,WO_QEX_03082022_0015,03-08-2022 20:02,19.002,RampUp Time Period
178.472,91.653,81,142.714,5.011,119.453,58.084,84.1,343.5,8.5,104.471,39.981,-200,224.683,8.503,147.894,45.746,81.4,211.25,9.298,183,0,85,11.268,26,90,75,85,89,80,78,91,80,80,84,80,7.5,WO_QEX_03082022_0015,03-08-2022 20:02,19,RampUp Time Period
178.205,91.012,81,143.513,4.997,118.278,56.695,84.1,342.86,8.5,102.735,41.004,-200,225.117,8.502,146.318,38.562,81.4,207.708,9.307,183,0,85,11.26,26,90,75,85,89,80,78,92,80,80,84,80,7.5,WO_QEX_03082022_0015,03-08-2022 20:02,18.995,RampUp Time Period
177.884,91.759,81,142.674,5.016,118.572,56.642,84.2,343.14,8.5,101.64,42.996,-200,224.543,8.5,146.185,41.206,81.4,208.98,9.283,183,0,85,11.25,26,90,75,85,89,80,78,92,80,80,84,80,7.5,WO_QEX_03082022_0015,03-08-2022 20:02,19,RampUp Time Period
177.457,92.454,81,143.215,5,121.402,57.39,84.2,343.121,8.5,101.614,42.269,-200,224.197,8.496,146.772,46.307,81.4,211.172,9.294,182,0,85,11.277,26,90,75,85,90,80,78,92,80,80,84,80,7.6,WO_QEX_03082022_0015,03-08-2022 20:02,19.665,RampUp Time Period
177.484,92.213,81,142.529,5.008,121.349,58.164,84.2,342.25,8.5,104.631,40.896,-200,224.741,8.495,146.959,47.535,81.4,210.202,9.319,181,0,85.1,11.223,26,90,75,85,90,80,78,92,80,80,84,80,7.6,WO_QEX_03082022_0015,03-08-2022 20:02,19.666,RampUp Time Period
177.11,90.398,81,142.741,5.007,120.014,59.953,84.2,341.76,8.5,104.712,39.496,-200,224.389,8.499,145.624,42.275,81.4,208.452,9.308,181,0,85.1,11.157,26,90,75,85,90,80,78,92,80,80,84,80,7.6,WO_QEX_03082022_0015,03-08-2022 20:02,19.766,RampUp Time Period
176.869,90.317,81,142.37,5.003,118.972,60.835,84.2,342.465,8.5,103.456,38.742,-200,224.027,8.505,145.09,41.447,81.4,208.543,9.31,181,0,85.1,11.196,26,90,75,85,90,80,78,92,80,80,84,80,7.6,WO_QEX_03082022_0015,03-08-2022 20:02,19.882,RampUp Time Period
176.736,92.908,81,142.704,5.002,118.278,59.927,84.3,342.173,8.5,102.388,39.738,-200,224.646,8.506,145.651,46.921,81.4,209.718,9.309,180,0,85.2,11.104,26,90,75,85,90,80,79,92,80,80,84,80,7.6,WO_QEX_03082022_0015,03-08-2022 20:02,19.988,RampUp Time Period
177.11,94.11,81,142.7,4.993,117.29,59.66,84.3,343.056,8.5,100.839,40.6,-200,224.611,8.496,145.437,46.013,81.4,209.25,9.31,180,0,85.2,11.136,26,90,75,85,90,80,79,92,80,80,84,80,7.6,WO_QEX_03082022_0015,03-08-2022 20:02,19.983,RampUp Time Period
177.484,95.018,81,142.8,5.006,116.382,58.939,84.3,343.117,8.5,99.718,42.862,-200,224.596,8.499,145.01,47.349,81.4,209.395,9.304,180,0,85.2,11.189,26,90,75,85,90,80,79,92,80,80,85,80,7.7,WO_QEX_03082022_0015,03-08-2022 20:02,20.085,RampUp Time Period
177.083,92.881,81,142.38,4.997,115.314,57.23,84.3,342.007,8.5,99.718,41.785,-200,224.695,8.498,143.888,44.224,81.4,208.351,9.291,179,0,85.2,11.181,26,90,76,85,90,80,79,92,80,80,85,80,7.7,WO_QEX_03082022_0015,03-08-2022 20:02,20.263,RampUp Time Period
176.335,91.679,81,142.438,5.001,116.382,57.203,84.3,343.574,8.5,102.789,40.115,-200,224.359,8.493,144.075,43.877,81.5,209.994,9.286,179,0,85.3,11.194,26,90,76,85,90,80,79,92,80,80,85,80,7.7,WO_QEX_03082022_0015,03-08-2022 20:02,20.398,RampUp Time Period
176.469,92.267,81,142.115,4.992,119.293,58.191,84.4,342.061,8.5,102.789,39.362,-200,224.237,8.504,143.488,42.194,81.5,209.777,9.283,179,0,85.3,11.215,26,90,76,85,90,80,79,92,80,80,85,80,7.7,WO_QEX_03082022_0015,03-08-2022 20:02,20.393,RampUp Time Period
176.309,91.626,81,142.344,5.002,118.305,58.885,84.4,342.282,8.5,101.801,38.742,-200,224.207,8.507,143.621,40.619,81.5,208.494,9.292,178,0,85.3,11.136,26,90,76,85,90,80,79,92,80,80,85,80,7.7,WO_QEX_03082022_0015,03-08-2022 20:02,20.399,RampUp Time Period
176.068,92.801,81,142.568,4.984,117.263,61.128,84.4,341.268,8.5,100.492,39.819,-200,224.811,8.502,143.621,44.438,81.5,210.074,9.295,178,0,85.3,11.178,26,90,76,85,90,80,79,92,80,80,85,80,7.7,WO_QEX_03082022_0015,03-08-2022 20:02,20.397,RampUp Time Period
176.122,91.786,81,142.215,5.01,116.355,60.514,84.4,340.39,8.5,99.103,40.708,-200,224.492,8.498,144.209,47.909,81.5,209.01,9.303,178,0,85.4,11.225,26,90,76,85,90,80,79,92,80,80,85,80,7.7,WO_QEX_03082022_0015,03-08-2022 20:02,20.4,RampUp Time Period
175.748,91.119,81,142.252,4.99,115.581,58.645,84.4,341.164,8.5,97.928,42.727,-200,224.535,8.499,143.167,41.634,81.5,207.878,9.306,178,0,85.4,11.173,26,90,76,85,89,80,79,92,80,80,85,80,7.8,WO_QEX_03082022_0015,03-08-2022 20:03,20.399,RampUp Time Period
175.534,89.863,81,141.911,5.008,114.646,57.71,84.4,340.464,8.5,99.21,41.515,-200,224.3,8.497,142.339,38.055,81.5,207.985,9.287,178,0,85.4,11.198,26,90,76,85,88,80,79,92,80,80,85,80,7.8,WO_QEX_03082022_0015,03-08-2022 20:03,20.4,RampUp Time Period
175.187,89.089,81,141.9,4.995,113.337,56.402,84.5,341.42,8.5,101.026,39.308,-200,223.651,8.497,143.221,44.544,81.5,210.485,9.284,178,0,85.4,11.242,26,90,76,85,87,80,79,92,80,80,85,80,7.8,WO_QEX_03082022_0015,03-08-2022 20:03,20.389,RampUp Time Period
175.187,89.409,81,141.81,5.011,113.124,55.948,84.5,341.965,8.5,101.213,39.362,-200,223.815,8.503,143.888,43.637,81.5,210.778,9.307,177,0,85.5,11.179,26,90,76,85,86,80,79,92,80,80,85,80,7.8,WO_QEX_03082022_0015,03-08-2022 20:03,20.03,RampUp Time Period
175.027,88.341,81,141.788,4.999,115.18,56.161,84.5,341.04,8.5,100.011,37.988,-200,224.111,8.506,142.393,39.23,81.5,208.781,9.304,177,0,85.5,11.237,26,90,76,85,86,80,79,92,80,80,85,80,7.8,WO_QEX_03082022_0015,03-08-2022 20:03,19.909,RampUp Time Period
174.92,87.994,81,141.281,5.01,116.756,57.123,84.5,341.93,8.5,98.917,40.008,-200,224.169,8.501,142.339,42.328,81.5,209.852,9.291,177,0,85.5,11.276,26,90,76,85,85,80,79,92,80,80,85,80,7.8,WO_QEX_03082022_0015,03-08-2022 20:03,19.905,RampUp Time Period
174.466,88.234,81,141.799,4.989,116.355,57.951,84.6,341.343,8.5,97.448,40.654,-200,224.408,8.497,142.873,45.533,81.5,210.674,9.299,177,0,85.6,11.171,26,90,76,85,85,80,79,92,80,80,85,80,7.8,WO_QEX_03082022_0015,03-08-2022 20:03,19.906,RampUp Time Period
175.16,91.412,81,141.493,5.005,115.314,59.419,84.6,340.571,8.5,96.914,42.485,-200,224.452,8.498,143.434,46.547,81.5,209.54,9.319,177,0,85.6,11.194,26,90,76,85,86,80,80,92,80,80,85,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.81,RampUp Time Period
175.134,91.733,81,142.157,5.001,114.352,58.912,84.6,341.776,8.5,98.649,41.65,-200,224.354,8.493,142.339,43.663,81.5,208.213,9.328,176,0,85.6,11.211,26,90,76,85,86,80,80,92,80,80,85,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.792,RampUp Time Period
175.214,91.946,81,141.499,5.003,113.631,57.817,84.7,339.684,8.5,99.985,39.577,-200,223.849,8.498,141.512,40.832,81.5,207.438,9.307,176,0,85.6,11.153,26,90,76,85,87,80,80,92,80,80,86,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.698,RampUp Time Period
174.76,90.424,81,142.006,5.005,112.616,56.909,84.7,340.933,8.5,99.691,39.146,-200,223.595,8.509,141.325,39.978,81.5,206.474,9.32,176,0,85.7,11.207,26,90,76,85,87,80,80,92,80,80,86,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.607,RampUp Time Period
174.68,89.009,81,141.153,5.008,112.029,55.333,84.7,340.882,8.5,98.516,37.746,-200,223.708,8.503,140.79,39.07,81.5,205.96,9.304,176,0,85.7,11.237,26,90,76,85,87,80,80,92,80,80,86,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.532,RampUp Time Period
174.012,90.184,81,142.05,4.998,111.094,54.986,84.7,340.75,8.5,97.368,40.25,-200,224.458,8.502,140.417,39.39,81.5,206.543,9.302,176,0,85.7,11.153,26,90,76,85,87,80,80,92,80,80,86,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.138,RampUp Time Period
174.386,90.13,81,141.563,5.003,114.352,55.04,84.7,341.743,8.5,95.819,40.788,-200,223.907,8.501,140.176,41.66,81.6,207.607,9.286,176,0,85.7,11.221,26,90,77,85,87,80,80,92,80,80,85,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.131,RampUp Time Period
174.065,90.077,81,141.848,5.003,115.18,57.497,84.7,340.84,8.5,95.605,41.596,-200,224.119,8.492,141.218,48.337,81.6,210.764,9.279,175,0,85.8,11.224,26,90,77,85,87,80,80,92,80,80,85,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.13,RampUp Time Period
173.958,89.383,81,141.7,4.993,114.432,57.924,84.8,341.099,8.5,97.368,41.3,-200,223.731,8.5,141.565,49.832,81.6,211.47,9.286,176,0,85.8,11.08,26,90,77,85,87,80,80,92,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:03,19.135,RampUp Time Period
173.825,89.596,81,141.594,5.002,113.337,59.9,84.8,340.801,8.5,98.649,38.796,-200,223.325,8.499,141.164,45.319,81.6,210.379,9.283,175,0,85.8,11.155,26,90,77,85,87,80,80,92,80,80,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:03,19.132,RampUp Time Period
173.585,89.863,81,141.77,4.993,112.643,59.179,84.8,340.819,8.5,98.222,39.227,-200,223.886,8.502,141.164,44.491,81.6,209.943,9.288,175,0,85.8,11.158,26,90,77,85,87,80,80,92,80,79,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:03,19.131,RampUp Time Period
173.398,89.303,81,141.39,5.01,111.788,57.497,84.8,341.159,8.5,96.994,37.881,-200,223.51,8.508,140.764,41.206,81.6,207.966,9.297,175,0,85.8,11.07,26,89,77,85,87,79,80,91,80,79,85,80,8,WO_QEX_03082022_0015,03-08-2022 20:03,19.128,RampUp Time Period
173.051,87.861,81,141.29,4.984,111.174,56.642,84.8,340.437,8.5,96.059,40.277,-200,224.188,8.5,140.39,43.984,81.6,208.837,9.297,175,0,85.8,11.178,26,89,77,85,86,79,80,91,80,77,85,80,7.9,WO_QEX_03082022_0015,03-08-2022 20:03,19.135,RampUp Time Period
